,mileage,manufacturer,fuel,gear,offer_type,price,hp,age_of_car,place_of_origin,price_category_userdef
14046,22298,Volkswagen,Gasoline,Manual,Used,12990,86.0,5,Germany,Moderate
14047,27650,Ford,Diesel,Manual,Used,12990,95.0,5,others,Moderate
14048,50000,other,Electric/Gasoline,Automatic,Used,12990,101.0,5,others,Moderate
14049,63900,other,Electric/Gasoline,Automatic,Used,12990,101.0,5,others,Moderate
14050,32700,other,Electric/Gasoline,Automatic,Used,12990,101.0,5,others,Moderate
14051,51860,Opel,Gasoline,Manual,Used,12995,150.0,5,Germany,Moderate
14052,56000,Volkswagen,Gasoline,Manual,Used,12999,90.0,5,Germany,Moderate
14053,31000,Opel,Gasoline,Manual,Used,10900,120.0,4,Germany,Moderate
14054,31032,Opel,Gasoline,Manual,Used,10900,120.0,4,Germany,Moderate
14055,25960,Volkswagen,Gasoline,Manual,Used,10910,90.0,4,Germany,Moderate
14056,149766,Ford,Diesel,Automatic,Used,10950,150.0,4,others,Moderate
14057,107000,Opel,Diesel,Manual,Used,10950,120.0,4,Germany,Moderate
14058,57800,Volkswagen,Gasoline,Manual,Used,10950,90.0,4,Germany,Moderate
14059,31930,Volkswagen,Gasoline,Manual,Used,10950,75.0,4,Germany,Moderate
14060,23500,Volkswagen,Gasoline,Manual,Used,10950,90.0,4,Germany,Moderate
14061,34780,Volkswagen,Diesel,Manual,Used,10950,90.0,4,Germany,Moderate
14062,69000,Renault,Gasoline,Manual,Used,10980,90.0,4,others,Moderate
14063,29950,Opel,Gasoline,Manual,Used,10980,90.0,4,Germany,Moderate
14064,127000,Opel,Diesel,Manual,Used,10980,170.0,4,Germany,Moderate
14065,124900,Opel,Diesel,Manual,Used,10980,170.0,4,Germany,Moderate
14066,129800,Opel,Diesel,Manual,Used,10980,160.0,4,Germany,Moderate
14067,40000,other,Gasoline,Manual,Used,10990,125.0,4,others,Moderate
14068,50300,other,Gasoline,Manual,Used,10990,110.0,4,others,Moderate
14069,109000,Volkswagen,Gasoline,Manual,Used,10990,110.0,4,Germany,Moderate
14070,51706,Volkswagen,Gasoline,Manual,Used,10990,86.0,4,Germany,Moderate
14071,31000,Volkswagen,Gasoline,Manual,Used,10990,75.0,4,Germany,Moderate
14072,58152,Volkswagen,Gasoline,Manual,Used,10990,90.0,4,Germany,Moderate
14073,63800,other,Gasoline,Manual,Used,11190,111.0,3,others,Moderate
14074,28650,Volkswagen,Gasoline,Manual,Used,11250,65.0,3,Germany,Moderate
14075,12500,Opel,Gasoline,Manual,Used,11280,101.0,3,Germany,Moderate
14076,163000,Ford,Diesel,Manual,Used,11290,150.0,3,others,Moderate
14077,36811,other,Gasoline,Automatic,Used,11290,71.0,3,Germany,Moderate
14078,27000,other,Gasoline,Manual,Used,11300,90.0,3,Germany,Moderate
14079,69446,Renault,Diesel,Manual,Used,11305,90.0,3,others,Moderate
14080,8431,Opel,Gasoline,Manual,Used,11350,90.0,3,Germany,Moderate
14081,18000,Opel,Gasoline,Manual,Used,11380,101.0,3,Germany,Moderate
14082,21264,Opel,Gasoline,Manual,Used,11390,90.0,3,Germany,Moderate
14083,64800,Opel,Gasoline,Manual,Used,11400,105.0,3,Germany,Moderate
14084,40576,other,Diesel,Manual,Used,11444,128.0,3,others,Moderate
14085,43500,Skoda,Diesel,Manual,Used,11460,90.0,3,others,Moderate
14086,35000,Volkswagen,Gasoline,Manual,Demonstration,11480,90.0,3,Germany,Moderate
14087,22500,Skoda,Gasoline,Manual,Used,11480,110.0,3,others,Moderate
14088,105500,Opel,Diesel,Automatic,Used,11480,136.0,3,Germany,Moderate
14089,44000,Skoda,Gasoline,Manual,Used,11490,110.0,3,others,Moderate
14090,9290,Opel,Gasoline,Manual,Used,11555,116.0,3,Germany,Moderate
14091,52000,Opel,Gasoline,Manual,Used,11600,105.0,3,Germany,Moderate
14092,31000,Opel,Gasoline,Manual,Used,11600,150.0,3,Germany,Moderate
14093,12500,other,Gasoline,Manual,Demonstration,11490,72.0,2,others,Moderate
14094,15690,other,Gasoline,Manual,Used,11590,72.0,2,others,Moderate
14095,32000,other,Gasoline,Manual,Used,11690,69.0,2,others,Moderate
14096,9790,Opel,Gasoline,Manual,Used,11777,101.0,2,Germany,Moderate
14097,11985,other,Gasoline,Manual,Demonstration,11820,69.0,2,others,Moderate
14098,30539,other,Gasoline,Manual,Used,11849,90.0,2,Germany,Moderate
14099,23000,Renault,Gasoline,Manual,Used,11900,90.0,2,others,Moderate
14100,22170,Ford,Gasoline,Manual,Used,11950,86.0,2,others,Moderate
14101,39000,Hyundai,Gasoline,Manual,Used,11990,120.0,2,others,Moderate
14102,7239,other,Electric,Automatic,Used,11990,82.0,2,Germany,Moderate
14103,16074,Volkswagen,Gasoline,Manual,Used,11990,60.0,2,Germany,Moderate
14104,13000,other,Gasoline,Manual,Used,11990,90.0,2,others,Moderate
14105,10289,Opel,Gasoline,Manual,Used,11990,87.0,2,Germany,Moderate
14106,15301,other,Gasoline,Manual,Used,11999,71.0,2,Germany,Moderate
14107,8200,other,Gasoline,Manual,Demonstration,12105,69.0,2,others,Moderate
14108,14000,Opel,Gasoline,Manual,Demonstration,12180,73.0,2,Germany,Moderate
14129,10,Skoda,Gasoline,Manual,Pre-registered,16480,95.0,0,others,Moderate
14130,15,other,Electric/Gasoline,Manual,Pre-registered,16480,69.0,0,others,Moderate
14131,15,other,Gasoline,Manual,Pre-registered,16480,69.0,0,others,Moderate
14132,95,Hyundai,Gasoline,Manual,Used,16489,110.0,0,others,Moderate
14133,150,Hyundai,Gasoline,Manual,Used,16489,101.0,0,others,Moderate
14134,2400,other,Electric,Automatic,Demonstration,16490,82.0,0,Germany,Moderate
14135,10,Renault,Gasoline,Manual,Pre-registered,16490,91.0,0,others,Moderate
14136,100,Renault,Gasoline,Manual,Pre-registered,16490,91.0,0,others,Moderate
14137,9,Skoda,Gasoline,Automatic,Employee's car,16490,95.0,0,others,Moderate
14138,125500,BMW,Diesel,Automatic,Used,12990,184.0,9,Germany,Moderate
14139,69256,other,Gasoline,Manual,Used,12995,163.0,9,others,Moderate
14140,160000,Volkswagen,Diesel,Automatic,Used,13000,170.0,9,Germany,Moderate
14141,140500,Audi,Diesel,Manual,Used,13400,177.0,9,Germany,Moderate
14142,74500,other,Gasoline,Automatic,Used,13480,163.0,9,others,Moderate
14143,49980,Hyundai,Gasoline,Automatic,Used,13490,177.0,9,others,Moderate
14144,120000,Audi,Gasoline,Manual,Used,13490,170.0,9,Germany,Moderate
14145,93475,other,Gasoline,Automatic,Used,13490,150.0,9,others,Moderate
14146,91245,BMW,Diesel,Automatic,Used,13550,163.0,9,Germany,Moderate
14147,124000,Ford,Diesel,Manual,Used,13740,150.0,9,others,Moderate
14148,172000,BMW,Diesel,Automatic,Used,13800,184.0,9,Germany,Moderate
14149,88819,Ford,Gasoline,Manual,Used,13845,250.0,9,others,Moderate
14150,52432,Volkswagen,Gasoline,Manual,Used,13900,122.0,9,Germany,Moderate
14151,74458,Audi,Gasoline,Automatic,Used,13950,211.0,9,Germany,Moderate
14152,136842,Audi,Diesel,Manual,Used,13990,177.0,9,Germany,Moderate
14153,138300,Audi,Gasoline,Manual,Used,13990,170.0,9,Germany,Moderate
14154,73700,Audi,Gasoline,Manual,Used,13990,170.0,9,Germany,Moderate
14155,98117,Volkswagen,Gasoline,Automatic,Used,13990,211.0,9,Germany,Moderate
14156,23033,other,Gasoline,Automatic,Used,15490,150.0,8,others,Moderate
14157,142911,Audi,Gasoline,Automatic,Used,15890,179.0,8,Germany,Moderate
14158,130000,Volkswagen,Diesel,Automatic,Used,15900,177.0,8,Germany,Moderate
14159,111000,Volkswagen,Diesel,Automatic,Used,15990,170.0,8,Germany,Moderate
14160,56200,Ford,Gasoline,Automatic,Used,15990,182.0,8,others,Moderate
14161,116000,Volkswagen,Diesel,Automatic,Used,15999,177.0,8,Germany,Moderate
14162,54930,Mercedes-Benz,Gasoline,Automatic,Used,16590,184.0,8,Germany,Moderate
14163,133000,BMW,Diesel,Automatic,Used,16900,184.0,8,Germany,Moderate
14164,128612,Ford,Diesel,Manual,Used,16990,125.0,8,others,Moderate
14165,89900,Volkswagen,Gasoline,Automatic,Used,17295,179.0,8,Germany,Moderate
14166,250000,Volkswagen,Diesel,Manual,Used,17300,140.0,8,Germany,Moderate
14167,231600,BMW,Diesel,Automatic,Used,17490,258.0,8,Germany,Moderate
14168,120000,Mercedes-Benz,Gasoline,Automatic,Used,17570,156.0,8,Germany,Moderate
14169,77444,Audi,Diesel,Manual,Used,17899,177.0,8,Germany,Moderate
14170,47987,Volkswagen,Diesel,Automatic,Used,17930,140.0,8,Germany,Moderate
14171,136500,Volkswagen,Diesel,Manual,Used,17975,114.0,8,Germany,Moderate
14172,74315,Ford,Gasoline,Automatic,Used,17980,239.0,8,others,Moderate
14173,31000,Volkswagen,Gasoline,Automatic,Used,17990,211.0,8,Germany,Moderate
14174,77800,Volkswagen,Gasoline,Automatic,Used,17999,211.0,8,Germany,Moderate
14175,51900,other,Gasoline,Manual,Used,13250,147.0,7,others,Moderate
14176,56000,other,Gasoline,Manual,Used,13250,120.0,7,others,Moderate
14177,41200,Volkswagen,Gasoline,Manual,Used,13450,125.0,7,Germany,Moderate
14178,120981,Audi,Gasoline,Manual,Used,13475,150.0,7,Germany,Moderate
14179,104000,Skoda,Gasoline,Manual,Used,13490,179.0,7,others,Moderate
14180,96245,other,Diesel,Manual,Used,13490,120.0,7,others,Moderate
14181,128900,BMW,Diesel,Manual,Used,13490,184.0,7,Germany,Moderate
14182,119652,Volkswagen,Diesel,Manual,Used,13490,150.0,7,Germany,Moderate
14183,150000,Mercedes-Benz,Diesel,Automatic,Used,13490,170.0,7,Germany,Moderate
14184,48990,other,Gasoline,Manual,Used,13490,204.0,7,others,Moderate
14185,43400,Volkswagen,Gasoline,Automatic,Used,13499,105.0,7,Germany,Moderate
14186,56000,BMW,Gasoline,Manual,Used,13500,136.0,7,Germany,Moderate
14187,83113,Audi,Gasoline,Manual,Used,13530,122.0,7,Germany,Moderate
14188,33500,other,Diesel,Manual,Used,13790,150.0,7,others,Moderate
14189,121500,Audi,Diesel,Automatic,Used,13799,150.0,7,Germany,Moderate
14190,152500,Volkswagen,Diesel,Automatic,Used,13800,170.0,7,Germany,Moderate
14191,41000,Skoda,Gasoline,Manual,Used,13800,140.0,7,others,Moderate
14192,73522,Ford,Gasoline,Manual,Demonstration,13885,150.0,7,others,Moderate
14193,95626,Volkswagen,Gasoline,Manual,Used,13900,160.0,7,Germany,Moderate
14194,54500,other,Gasoline,Manual,Used,13940,147.0,7,others,Moderate
14195,80000,Hyundai,Diesel,Manual,Used,13000,116.0,6,others,Moderate
14196,61750,Ford,Gasoline,Manual,Used,13000,125.0,6,others,Moderate
14197,30123,Volkswagen,Electric,Automatic,Used,13223,82.0,6,Germany,Moderate
14198,73487,other,Gasoline,Manual,Used,13240,116.0,6,others,Moderate
14199,23750,other,Gasoline,Manual,Used,13290,141.0,6,others,Moderate
14200,39758,other,Electric/Gasoline,Automatic,Used,13340,136.0,6,others,Moderate
14201,77500,Skoda,Gasoline,Manual,Used,13390,110.0,6,others,Moderate
14202,55000,Volkswagen,Gasoline,Manual,Used,13390,150.0,6,Germany,Moderate
14203,53050,Opel,Gasoline,Manual,Used,13480,140.0,6,Germany,Moderate
14204,103096,other,Diesel,Automatic,Used,13489,179.0,6,others,Moderate
14205,56799,Opel,Diesel,Manual,Used,13490,163.0,6,Germany,Moderate
14206,113806,Volkswagen,Diesel,Automatic,Used,13490,150.0,6,Germany,Moderate
14207,106219,Volkswagen,Gasoline,Automatic,Used,13490,150.0,6,Germany,Moderate
14208,102354,Skoda,Diesel,Manual,Used,13490,150.0,6,others,Moderate
14209,37435,Skoda,Gasoline,Manual,Used,13490,110.0,6,others,Moderate
14210,77800,other,Gasoline,Manual,Used,13590,120.0,6,others,Moderate
14211,100000,Volkswagen,Diesel,Manual,Used,13600,150.0,6,Germany,Moderate
14212,62523,Ford,Diesel,Automatic,Used,13700,150.0,6,others,Moderate
14213,127000,other,Gasoline,Manual,Used,13740,160.0,6,others,Moderate
14214,40168,Renault,Diesel,Manual,Used,13750,131.0,6,others,Moderate
14215,162240,Volkswagen,Diesel,Automatic,Used,11470,150.0,5,Germany,Moderate
14216,33250,other,Gasoline,Manual,Used,11480,102.0,5,others,Moderate
14217,86458,Skoda,Diesel,Manual,Used,11490,110.0,5,others,Moderate
14218,69882,Renault,Gasoline,Automatic,Used,11490,120.0,5,others,Moderate
14219,74973,Volkswagen,Gasoline,Manual,Used,11490,110.0,5,Germany,Moderate
14220,35400,other,Gasoline,Manual,Used,11490,132.0,5,others,Moderate
14221,24680,Skoda,Gasoline,Manual,Used,11490,90.0,5,others,Moderate
14222,163665,Skoda,Diesel,Automatic,Used,11499,150.0,5,others,Moderate
14223,47889,other,Diesel,Manual,Used,11500,99.0,5,others,Moderate
14224,34935,other,Gasoline,Manual,Used,11500,110.0,5,others,Moderate
14225,101527,other,Electric/Gasoline,Automatic,Used,11550,99.0,5,others,Moderate
14226,31980,Skoda,Gasoline,Manual,Used,11552,110.0,5,others,Moderate
14227,10820,Ford,Diesel,Manual,Used,11650,95.0,5,others,Moderate
14228,69348,Hyundai,Diesel,Manual,Used,11750,116.0,5,others,Moderate
14229,112000,other,Diesel,Manual,Used,11750,111.0,5,Germany,Moderate
14230,80980,Opel,Gasoline,Manual,Used,11780,150.0,5,Germany,Moderate
14231,63000,Opel,Gasoline,Manual,Used,11790,140.0,5,Germany,Moderate
14232,45000,other,Gasoline,Manual,Used,11790,102.0,5,others,Moderate
14233,33,Opel,Diesel,Manual,Used,11840,95.0,5,Germany,Moderate
14234,42353,Volkswagen,Gasoline,Manual,Used,10750,75.0,4,Germany,Moderate
14235,45377,Volkswagen,Gasoline,Manual,Used,10830,60.0,4,Germany,Moderate
14236,76229,other,Gasoline,Manual,Used,10899,90.0,4,Germany,Moderate
14237,57722,Ford,Gasoline,Manual,Used,10900,125.0,4,others,Moderate
14238,22470,other,Gasoline,Manual,Used,10900,111.0,4,others,Moderate
14239,39842,Volkswagen,Diesel,Manual,Used,10930,75.0,4,Germany,Moderate
14240,12400,other,Gasoline,Manual,Used,10940,90.0,4,others,Moderate
14241,20536,Ford,Gasoline,Manual,Used,10940,125.0,4,others,Moderate
14242,27500,Volkswagen,Gasoline,Manual,Used,10950,60.0,4,Germany,Moderate
14243,114100,other,Diesel,Manual,Used,10950,120.0,4,others,Moderate
14244,67736,Volkswagen,Gasoline,Manual,Used,10950,90.0,4,Germany,Moderate
14245,51912,Ford,Gasoline,Manual,Used,10980,71.0,4,others,Moderate
14246,68273,Volkswagen,Diesel,Manual,Used,10990,75.0,4,Germany,Moderate
14247,128200,other,Diesel,Manual,Used,10990,99.0,4,others,Moderate
14248,56950,Skoda,Gasoline,Manual,Used,10990,110.0,4,others,Moderate
14249,18349,Skoda,Gasoline,Automatic,Used,10990,75.0,4,others,Moderate
14250,34242,other,Gasoline,Manual,Used,10990,69.0,4,others,Moderate
14251,19640,Renault,Electric,Automatic,Used,10990,92.0,4,others,Moderate
14252,61725,Volkswagen,Gasoline,Manual,Used,10988,75.0,3,Germany,Moderate
14253,40490,Renault,Diesel,Manual,Used,10990,90.0,3,others,Moderate
14254,43974,SEAT,Gasoline,Manual,Used,10990,75.0,3,others,Moderate
14255,35200,SEAT,Gasoline,Manual,Used,10990,75.0,3,others,Moderate
14256,48603,Ford,Gasoline,Manual,Used,10990,86.0,3,others,Moderate
14257,8000,Renault,Electric,Automatic,Demonstration,10995,92.0,3,others,Moderate
14258,12990,Renault,Electric,Automatic,Demonstration,10995,109.0,3,others,Moderate
14259,17000,Renault,Electric,Automatic,Demonstration,10995,92.0,3,others,Moderate
14260,39000,other,Gasoline,Manual,Used,10999,107.0,3,others,Moderate
14261,16110,other,Gasoline,Automatic,Used,10999,69.0,3,others,Moderate
14262,71136,Mercedes-Benz,Diesel,Manual,Used,11000,90.0,3,Germany,Moderate
14263,5000,Renault,Gasoline,Manual,Used,11000,90.0,3,others,Moderate
14264,18200,Ford,Gasoline,Manual,Used,11000,86.0,3,others,Moderate
14265,10818,other,Gasoline,Manual,Used,11185,72.0,3,others,Moderate
14266,17500,Opel,Gasoline,Manual,Used,11190,90.0,3,Germany,Moderate
14267,13670,Opel,Gasoline,Manual,Used,11190,90.0,3,Germany,Moderate
14268,17600,Opel,Gasoline,Manual,Used,11190,90.0,3,Germany,Moderate
14269,12600,Opel,Gasoline,Manual,Used,11190,90.0,3,Germany,Moderate
14270,1200,other,Gasoline,Manual,Used,11200,69.0,3,others,Moderate
14271,10635,other,Gasoline,Manual,Used,10999,82.0,2,others,Moderate
14272,25000,Renault,Gasoline,Manual,Used,11200,90.0,2,others,Moderate
14273,55054,other,Gasoline,Manual,Used,11450,83.0,2,others,Moderate
14274,12156,Opel,Gasoline,Manual,Used,11460,87.0,2,Germany,Moderate
14275,9750,Renault,Gasoline,Manual,Used,11490,92.0,2,others,Moderate
14276,7267,Renault,Gasoline,Manual,Used,11490,90.0,2,others,Moderate
14277,13200,Skoda,Gasoline,Manual,Used,11490,75.0,2,others,Moderate
14278,98748,Opel,Diesel,Manual,Used,11490,136.0,2,Germany,Moderate
14279,17376,Renault,Gasoline,Manual,Used,11490,90.0,2,others,Moderate
14280,23125,Ford,Gasoline,Manual,Used,11490,71.0,2,others,Moderate
14281,28866,Renault,Electric,Automatic,Used,11495,109.0,2,others,Moderate
14282,2400,other,Gasoline,Manual,Used,11500,72.0,2,others,Moderate
14283,8905,other,Gasoline,Manual,Used,11575,72.0,2,others,Moderate
14284,22990,Opel,Gasoline,Manual,Used,11690,90.0,2,Germany,Moderate
14285,23890,Opel,Gasoline,Manual,Used,11690,90.0,2,Germany,Moderate
14286,5000,other,Gasoline,Manual,Used,11750,90.0,2,Germany,Moderate
14287,19990,Ford,Gasoline,Manual,Used,11790,71.0,2,others,Moderate
14288,22220,Ford,Gasoline,Manual,Employee's car,11790,71.0,2,others,Moderate
14289,21506,Ford,Diesel,Manual,Used,11840,86.0,2,others,Moderate
14309,101,other,Gasoline,Manual,Pre-registered,13590,72.0,0,others,Moderate
14310,15,other,Gasoline,Manual,Pre-registered,13590,67.0,0,others,Moderate
14311,101,other,Gasoline,Manual,Pre-registered,13790,72.0,0,others,Moderate
14312,10,other,Electric/Gasoline,Manual,Pre-registered,13790,69.0,0,others,Moderate
14313,1500,Renault,Gasoline,Manual,Demonstration,13795,92.0,0,others,Moderate
14314,100,Skoda,Gasoline,Manual,Employee's car,13889,60.0,0,others,Moderate
14315,10,other,Gasoline,Manual,Pre-registered,13900,69.0,0,others,Moderate
14316,15,Hyundai,Gasoline,Manual,Pre-registered,13910,67.0,0,others,Moderate
14317,10,other,Gasoline,Manual,Pre-registered,13953,86.0,0,others,Moderate
14318,2500,Opel,Gasoline,Manual,Employee's car,13980,75.0,0,Germany,Moderate
14419,38421,other,Gasoline,Automatic,Used,10961,90.0,4,Germany,Moderate
14420,49800,Renault,Gasoline,Manual,Used,10999,118.0,4,others,Moderate
14421,49000,Renault,Gasoline,Manual,Used,11333,118.0,4,others,Moderate
14422,28058,Skoda,Gasoline,Manual,Used,11490,60.0,4,others,Moderate
14423,33000,Volkswagen,Gasoline,Manual,Used,11590,90.0,4,Germany,Moderate
14424,193000,BMW,Diesel,Manual,Used,12890,190.0,4,Germany,Moderate
14425,192800,BMW,Diesel,Manual,Used,12890,190.0,4,Germany,Moderate
14426,44605,other,Gasoline,Manual,Used,12900,150.0,4,others,Moderate
14427,162000,BMW,Diesel,Automatic,Used,13500,150.0,4,Germany,Moderate
14428,28917,other,Diesel,Automatic,Used,13998,120.0,4,others,Moderate
14429,98200,Volkswagen,Gasoline,Automatic,Used,14950,125.0,4,Germany,Moderate
14430,21599,Opel,Gasoline,Automatic,Used,14998,150.0,4,Germany,Moderate
14431,61400,Opel,Gasoline,Manual,Used,15450,140.0,4,Germany,Moderate
14432,39550,other,Gasoline,Manual,Used,15650,116.0,4,others,Moderate
14433,92005,Skoda,Diesel,Manual,Used,15861,150.0,4,others,Moderate
14434,143000,BMW,Diesel,Manual,Used,15990,150.0,4,Germany,Moderate
14448,24800,Opel,Diesel,Manual,Used,18990,136.0,2,Germany,Moderate
14449,33100,other,Gasoline,Automatic,Used,19260,204.0,2,others,Moderate
14450,7500,Opel,Gasoline,Manual,Used,19450,140.0,2,Germany,Moderate
14451,13852,Ford,Diesel,Automatic,Used,19500,120.0,2,others,Moderate
14452,9985,Volkswagen,Gasoline,Manual,Used,19680,116.0,2,Germany,Moderate
14453,7600,Opel,Gasoline,Manual,Used,19750,145.0,2,Germany,Moderate
14454,8400,Opel,Gasoline,Automatic,Used,19790,131.0,2,Germany,Moderate
14455,9948,other,Gasoline,Manual,Used,19890,122.0,2,others,Moderate
14456,15500,Opel,Gasoline,Automatic,Employee's car,19890,150.0,2,Germany,Moderate
14457,9965,Volkswagen,Diesel,Manual,Used,19980,116.0,2,Germany,Moderate
14458,50,Renault,Gasoline,Manual,Used,19999,140.0,2,others,Moderate
14689,10,other,Gasoline,Manual,Pre-registered,10160,72.0,0,others,Moderate
14690,8,other,Gasoline,Manual,Pre-registered,10160,72.0,0,others,Moderate
14691,10,other,Gasoline,Manual,Used,10160,72.0,0,others,Moderate
14692,100,other,Gasoline,Manual,Pre-registered,10290,72.0,0,others,Moderate
14708,125800,Mercedes-Benz,Gasoline,Automatic,Used,19900,204.0,9,Germany,Moderate
14709,132000,Audi,Diesel,Automatic,Used,20000,239.0,9,Germany,Moderate
14726,88000,BMW,Diesel,Manual,Used,17900,184.0,8,Germany,Moderate
14727,119142,Opel,Gasoline,Automatic,Used,17945,325.0,8,Germany,Moderate
14728,112850,Mercedes-Benz,Gasoline,Automatic,Used,17999,184.0,8,Germany,Moderate
14729,174000,BMW,Diesel,Automatic,Used,18000,258.0,8,Germany,Moderate
14730,197000,Audi,Diesel,Automatic,Used,18600,245.0,8,Germany,Moderate
14731,192181,Audi,Diesel,Automatic,Used,18790,245.0,8,Germany,Moderate
14732,39980,BMW,Diesel,Manual,Used,18800,177.0,8,Germany,Moderate
14733,136974,Mercedes-Benz,Diesel,Automatic,Used,18850,170.0,8,Germany,Moderate
14734,88000,Mercedes-Benz,Gasoline,Automatic,Used,18900,184.0,8,Germany,Moderate
14735,76000,Mercedes-Benz,Gasoline,Manual,Used,18950,156.0,8,Germany,Moderate
14736,149185,Audi,Diesel,Automatic,Used,18950,245.0,8,Germany,Moderate
14737,150000,Mercedes-Benz,Diesel,Automatic,Used,18990,170.0,8,Germany,Moderate
14738,135000,Mercedes-Benz,Diesel,Automatic,Used,18990,170.0,8,Germany,Moderate
14739,118000,BMW,Gasoline,Automatic,Used,18999,184.0,8,Germany,Moderate
14740,122100,Mercedes-Benz,Diesel,Automatic,Used,19249,231.0,8,Germany,Moderate
14741,99990,BMW,Diesel,Automatic,Used,19390,258.0,8,Germany,Moderate
14742,45900,Volkswagen,Gasoline,Manual,Used,19400,105.0,8,Germany,Moderate
14743,76150,Volkswagen,Gasoline,Automatic,Used,19450,179.0,8,Germany,Moderate
14744,133733,Volkswagen,Gasoline,Automatic,Used,19500,220.0,8,Germany,Moderate
14745,96000,Mercedes-Benz,Gasoline,Automatic,Used,19750,211.0,8,Germany,Moderate
